arrivalFloor arrivalTime partySize destinationFloor clientID
0 17784 1 6 706
7 17799 1 1 697
0 17852 1 5 708
5 17875 1 0 702
2 17906 1 1 698
0 17910 1 4 710
0 17979 1 5 713
0 18019 1 2 714
7 18028 1 3 709
4 18035 1 5 704
6 18037 1 2 707
3 18055 1 1 705
0 18084 1 5 715
5 18131 1 2 711
1 18148 1 2 701
0 18161 1 7 720
0 18215 1 3 723
7 18238 1 4 716
2 18238 1 6 712
0 18260 1 4 724
6 18288 1 1 718
0 18323 1 3 727
0 18382 1 3 729
5 18388 1 0 721
3 18391 1 2 719
4 18402 1 3 717
0 18447 1 4 730
7 18472 1 6 725
0 18507 1 1 734
6 18535 1 2 728
0 18563 1 1 736
2 18598 1 0 726
0 18619 1 4 738
5 18621 1 7 731
1 18626 1 5 722
0 18679 1 3 740
7 18723 1 1 735
0 18735 1 6 743
3 18737 1 4 732
6 18744 1 2 737
4 18769 1 5 733
0 18791 1 5 745
0 18847 1 6 749
5 18856 1 0 741
0 18899 1 4 750
0 18951 1 7 752
2 18959 1 7 739
7 18972 1 6 744
6 18987 1 3 747
0 19012 1 5 753
0 19065 1 2 757
5 19092 1 6 751
0 19126 1 2 758
3 19126 1 1 746
1 19129 1 0 742
4 19132 1 1 748
0 19200 1 7 760
7 19222 1 6 755
6 19256 1 3 756
0 19259 1 4 764
2 19296 1 7 754
0 19323 1 6 767
5 19333 1 6 759
0 19378 1 6 769
0 19432 1 5 771
7 19478 1 6 765
0 19488 1 5 772
4 19488 1 2 763
3 19490 1 4 761
6 19503 1 1 766
5 19536 1 0 770
0 19554 1 2 774
0 19612 1 7 779
1 19663 1 4 762
2 19671 1 0 768
0 19686 1 3 780
7 19714 1 6 773
6 19746 1 2 777
0 19761 1 1 783
5 19766 1 3 778
0 19813 1 7 786
4 19822 1 7 775
3 19828 1 0 776
0 19871 1 6 788
7 19928 1 5 784
0 19941 1 5 791
6 19985 1 2 785
0 19991 1 5 793
5 20006 1 0 787
2 20046 1 6 782
0 20060 1 5 795
0 20118 1 4 798
7 20162 1 6 792
0 20183 1 3 799
1 20207 1 6 781
3 20218 1 1 790
4 20223 1 5 789
5 20235 1 1 796
6 20245 1 1 794
0 20260 1 3 801
0 20327 1 2 807
0 20392 1 3 808
2 20402 1 3 797
7 20430 1 3 800
0 20459 1 4 809
5 20461 1 0 805
6 20504 1 1 806
0 20507 1 2 812
0 20567 1 3 815
4 20590 1 2 804
3 20598 1 0 803
0 20618 1 4 816
0 20678 1 4 819
7 20686 1 6 811
5 20725 1 7 813
0 20731 1 5 820
6 20737 1 0 814
1 20751 1 3 802
2 20784 1 5 810
0 20786 1 1 823
0 20837 1 7 827
0 20887 1 4 828
7 20922 1 1 821
0 20942 1 1 829
4 20944 1 2 817
5 20954 1 1 822
6 20966 1 5 824
3 20968 1 1 818
0 21001 1 1 831
0 21056 1 6 836
0 21103 1 1 837
7 21125 1 1 830
0 21153 1 7 838
2 21159 1 6 826
